datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
827380,2265,4,15,15-Apr-2265 00:00:00,1507.03876976032,1510.0341499515,1504.04338956913
827410,2265,5,15,15-May-2265 00:00:00,1505.27401632849,1506.62733905599,1503.92069360098
827441,2265,6,15,15-Jun-2265 00:00:00,1502.27479962625,1500.39817051813,1504.15142873437
827471,2265,7,15,15-Jul-2265 00:00:00,1500.03020662642,1495.29671697789,1504.76369627494
827502,2265,8,15,15-Aug-2265 00:00:00,1499.78270859613,1494.56973152131,1504.99568567095
827533,2265,9,15,15-Sep-2265 00:00:00,1500.99226658533,1497.06555779376,1504.9189753769
827563,2265,10,15,15-Oct-2265 00:00:00,1503.55517292826,1502.05913006786,1505.05121578866
827594,2265,11,15,15-Nov-2265 00:00:00,1505.71193096267,1506.60137815378,1504.82248377155
827624,2265,12,15,15-Dec-2265 00:00:00,1506.83263505853,1509.23137759916,1504.4338925179
827655,2266,1,15,15-Jan-2266 00:00:00,1507.59962268809,1510.53906658185,1504.66017879434
827686,2266,2,15,15-Feb-2266 00:00:00,1507.53376521016,1510.81527210048,1504.25225831983
827714,2266,3,15,15-Mar-2266 00:00:00,1507.09189070305,1510.48035039751,1503.70343100858
827745,2266,4,15,15-Apr-2266 00:00:00,1506.42123645413,1509.41640549027,1503.42606741799
827775,2266,5,15,15-May-2266 00:00:00,1504.65496302894,1506.00831009627,1503.30161596162
827806,2266,6,15,15-Jun-2266 00:00:00,1501.65447599151,1499.77823138888,1503.53072059414
